accession,label,offset,ar
0001824293-25-000072,EARNINGS,5,-0.08382334284983291
0001824293-25-000072,EARNINGS,6,-0.023488160045286838
0001824293-25-000072,EARNINGS,7,0.08472402460617148
0001824293-25-000072,EARNINGS,8,0.04616259361319842
0001824293-25-000072,EARNINGS,9,0.022177050506154778
0001824293-25-000072,EARNINGS,10,-0.0029338593985025023
0001824293-25-000079,OTHER,-10,-0.06750933248699842
0001824293-25-000079,OTHER,-9,0.046167989584036694
0001824293-25-000079,OTHER,-8,-0.030017583448919527
0001824293-25-000079,OTHER,-7,-0.001317598584155229
0001824293-25-000079,OTHER,-6,-0.003811409934385635
0001824293-25-000079,OTHER,-5,0.04334787352401208
0001824293-25-000079,OTHER,-4,-0.05444344868952242
0001824293-25-000079,OTHER,-3,0.0507929740650551
0001824293-25-000079,OTHER,-2,-0.02455303413980159
0001824293-25-000079,OTHER,-1,-0.08153166868251913
0001824293-25-000079,OTHER,0,-0.022701702004118633
0001824293-25-000079,OTHER,1,0.09126753559137706
0001824293-25-000079,OTHER,2,0.04716593886640773
0001824293-25-000079,OTHER,3,0.02520934745964698
0001824293-25-000079,OTHER,4,-0.0009576382779928894
0001824293-25-000079,OTHER,5,-0.04253744810776353
0001824293-25-000079,OTHER,6,0.06395722956148636
0001824293-25-000079,OTHER,7,0.08717028648336922
0001824293-25-000079,OTHER,8,0.002228118517088873
0001824293-25-000079,OTHER,9,-0.028621677169945063
0001824293-25-000079,OTHER,10,-0.04562434117196367
0001824293-25-000082,CLINICAL,-10,-0.017540109739599505
0001824293-25-000082,CLINICAL,-9,0.0660784150634248
0001824293-25-000082,CLINICAL,-8,-0.05174971485626977
0001824293-25-000082,CLINICAL,-7,0.031048101952734317
0001824293-25-000082,CLINICAL,-6,0.032133993522195856
0001824293-25-000082,CLINICAL,-5,0.03875118097381519
0001824293-25-000082,CLINICAL,-4,-0.045743272969291454
0001824293-25-000082,CLINICAL,-3,-0.0076371500160870315
0001824293-25-000082,CLINICAL,-2,0.029376173571944813
0001824293-25-000082,CLINICAL,-1,0.00867273479884058
0001824293-25-000082,CLINICAL,0,-0.049988145777780504
0001824293-25-000082,CLINICAL,1,-0.003271924455940751
0001824293-25-000082,CLINICAL,2,0.020463939665851593
0001824293-25-000082,CLINICAL,3,0.07151698594732357
0001824293-25-000082,CLINICAL,4,0.06334239290624685
0001824293-25-000082,CLINICAL,5,-0.005086732903953995
0001824293-25-000082,CLINICAL,6,0.03701720461379165
0001824293-25-000082,CLINICAL,7,0.1321605368746899
0001824293-25-000082,CLINICAL,8,0.009637116017110758
0001824293-25-000082,CLINICAL,9,-0.041638587884649136
0001824293-25-000082,CLINICAL,10,0.06312651425839162
0001824293-25-000094,CLINICAL,-10,-0.05919307903679812
0001824293-25-000094,CLINICAL,-9,-0.061007808918206105
0001824293-25-000094,CLINICAL,-8,0.09642584888976805
0001824293-25-000094,CLINICAL,-7,0.029905122334274697
0001824293-25-000094,CLINICAL,-6,-0.0036198409469354
0001824293-25-000094,CLINICAL,-5,-0.02972289659110796
0001824293-25-000094,CLINICAL,-4,0.010833530064458738
0001824293-25-000094,CLINICAL,-3,0.08055228721349658
0001824293-25-000094,CLINICAL,-2,-0.07654000975172959
0001824293-25-000094,CLINICAL,-1,0.05210637725190177
0001824293-25-000094,CLINICAL,0,-0.36691939064421447
0001824293-25-000094,CLINICAL,1,0.05263268906788658
0001824293-25-000094,CLINICAL,2,-0.04064348979868126
0001824293-25-000094,CLINICAL,3,0.017827058773129765
0001824293-25-000094,CLINICAL,4,-0.03377637819715033
0001824293-25-000094,CLINICAL,5,0.0057644946579882405
0001824293-25-000094,CLINICAL,6,0.005093033070759013
0001824293-25-000094,CLINICAL,7,-0.06848766781444218
0001824293-25-000094,CLINICAL,8,0.08006944615683156
0001824293-25-000094,CLINICAL,9,0.029153781517865594
0001824293-25-000094,CLINICAL,10,0.11252218171398429
0001824293-25-000126,PRESENTATION,-10,-0.03487010549073736
0001824293-25-000126,PRESENTATION,-9,0.002510016164834739
0001824293-25-000126,PRESENTATION,-8,0.004034320104572422
0001824293-25-000126,PRESENTATION,-7,-0.0720319956835828
0001824293-25-000126,PRESENTATION,-6,0.07973506747133557
0001824293-25-000126,PRESENTATION,-5,0.026982772637720087
0001824293-25-000126,PRESENTATION,-4,0.10950435256065319
0001824293-25-000126,PRESENTATION,-3,-0.03108468762896055
0001824293-25-000126,PRESENTATION,-2,0.05959905133321614
0001824293-25-000126,PRESENTATION,-1,-0.0280633062121168
0001824293-25-000126,PRESENTATION,0,0.025001153733871725
0001824293-25-000126,PRESENTATION,1,-0.036488842957370315
0001824293-25-000126,PRESENTATION,2,-0.0024402166382143254
0001824293-25-000126,PRESENTATION,3,0.033753611587558435
0001824293-25-000126,PRESENTATION,4,-0.022091319782243234
0001824293-25-000126,PRESENTATION,5,0.014357475423982762
0001824293-25-000126,PRESENTATION,6,-0.028746037798517494
0001824293-25-000126,PRESENTATION,7,0.0063542697967100305
0001824293-25-000126,PRESENTATION,8,0.014633288842634925
0001824293-25-000126,PRESENTATION,9,0.04067475619944877
0001824293-25-000126,PRESENTATION,10,0.02301158840491193
0001824293-25-000160,CLINICAL,-10,-5.4155550270370244e-05
0001824293-25-000160,CLINICAL,-9,0.009873674794145672
0001824293-25-000160,CLINICAL,-8,-0.01876378902478976
0001824293-25-000160,CLINICAL,-7,-0.040781780624972286
0001824293-25-000160,CLINICAL,-6,0.009576471089628443
0001824293-25-000160,CLINICAL,-5,-0.005658958462644335
0001824293-25-000160,CLINICAL,-4,-0.007127574808236266
0001824293-25-000160,CLINICAL,-3,0.016824134937867673
0001824293-25-000160,CLINICAL,-2,0.08493615212427605
0001824293-25-000160,CLINICAL,-1,-0.03440487151942927
0001824293-25-000160,CLINICAL,0,-0.33685577256251054
0001824293-25-000160,CLINICAL,1,0.03532667250585112
0001824293-25-000160,CLINICAL,2,-0.1311759850783372
0001824293-25-000160,CLINICAL,3,-0.5619054526815194
0001824293-25-000160,CLINICAL,4,0.017327453179012756
0001824293-25-000160,CLINICAL,5,-0.09404417790862978
0001824293-25-000160,CLINICAL,6,0.015957913066299068
0001824293-25-000160,CLINICAL,7,-0.10958341685359685
0001824293-25-000160,CLINICAL,8,-0.1195295059075272
0001824293-25-000160,CLINICAL,9,-0.08515371162749569
0001824293-25-000160,CLINICAL,10,0.0016574112249573593
0001824293-25-000167,CLINICAL,-10,-0.03877431977774319
0001824293-25-000167,CLINICAL,-9,0.011600083292188944
0001824293-25-000167,CLINICAL,-8,-0.003523309356225666
0001824293-25-000167,CLINICAL,-7,-0.005063655673436689
0001824293-25-000167,CLINICAL,-6,0.01887005184542026
0001824293-25-000167,CLINICAL,-5,0.08701260116613631
0001824293-25-000167,CLINICAL,-4,-0.03234148003101823
0001824293-25-000167,CLINICAL,-3,-0.3347375736293163
0001824293-25-000167,CLINICAL,-2,0.03742093951783432
0001824293-25-000167,CLINICAL,-1,-0.1291654903966356
0001824293-25-000167,CLINICAL,0,-0.5598468409246522
0001824293-25-000167,CLINICAL,1,0.019532248803500758
0001824293-25-000167,CLINICAL,2,-0.09194267067368925
0001824293-25-000167,CLINICAL,3,0.018073073720586433
0001824293-25-000167,CLINICAL,4,-0.10737580901674343
0001824293-25-000167,CLINICAL,5,-0.11752928519104273
0001824293-25-000167,CLINICAL,6,-0.08317039321496417
0001824293-25-000167,CLINICAL,7,0.003672401850584872
0001824293-25-000167,CLINICAL,8,-0.029875230224310725
0001824293-25-000167,CLINICAL,9,-0.017781280883748002
0001824293-25-000167,CLINICAL,10,-0.1384775528472752
0001628280-25-056751,OTHER,-10,-0.0031169017192094004
0001628280-25-056751,OTHER,-9,-0.004657572605716429
0001628280-25-056751,OTHER,-8,0.0192760534552772
0001628280-25-056751,OTHER,-7,0.08741874093014435
0001628280-25-056751,OTHER,-6,-0.031935399350832956
0001628280-25-056751,OTHER,-5,-0.3343312449521868
0001628280-25-056751,OTHER,-4,0.03782715990596487
0001628280-25-056751,OTHER,-3,-0.12875964906799234
0001628280-25-056751,OTHER,-2,-0.5594407818721641
0001628280-25-056751,OTHER,-1,0.01993896932000358
0001628280-25-056751,OTHER,0,-0.09153641752444064
0001628280-25-056751,OTHER,1,0.01847938864987768
0001628280-25-056751,OTHER,2,-0.10696907577532566
0001628280-25-056751,OTHER,3,-0.11712349035082797
0001628280-25-056751,OTHER,4,-0.08276467485559515
0001628280-25-056751,OTHER,5,0.004078263522821233
0001628280-25-056751,OTHER,6,-0.029469284633349666
0001628280-25-056751,OTHER,7,-0.017375282047124734
0001628280-25-056751,OTHER,8,-0.1380713709775575
0001628280-25-056751,OTHER,9,-0.09056346771406501
0001628280-25-056751,OTHER,10,0.12952187656238204
0001159036-19-000002,PRESENTATION,-10,0.008604877928844623
0001159036-19-000002,PRESENTATION,-9,-0.007561179944022436
0001159036-19-000002,PRESENTATION,-8,-0.0033464614606937733
0001159036-19-000002,PRESENTATION,-7,0.01342227017306399
0001159036-19-000002,PRESENTATION,-6,0.010757517704736133
0001159036-19-000002,PRESENTATION,-5,-0.025981939954384588
0001159036-19-000002,PRESENTATION,-4,0.012098202628912355
0001159036-19-000002,PRESENTATION,-3,0.011130428903360662
0001159036-19-000002,PRESENTATION,-2,0.008029921058502401
0001159036-19-000002,PRESENTATION,-1,-0.018069621180129582
0001159036-19-000002,PRESENTATION,0,0.04802240929907291
0001159036-19-000002,PRESENTATION,1,0.020091794953483823
0001159036-19-000002,PRESENTATION,2,-0.030172054909768348
0001159036-19-000002,PRESENTATION,3,0.009661500338249338
0001159036-19-000002,PRESENTATION,4,-0.012690255937929197
0001159036-19-000002,PRESENTATION,5,0.019505894201323988
0001159036-19-000002,PRESENTATION,6,-0.00914052517953718
0001159036-19-000002,PRESENTATION,7,-0.013236785777751107
0001159036-19-000002,PRESENTATION,8,-0.013570168010485804
0001159036-19-000002,PRESENTATION,9,0.025240754384979053
0001159036-19-000002,PRESENTATION,10,0.016585180338419755
0001159036-19-000005,EARNINGS,-10,-0.014369278826114114
0001159036-19-000005,EARNINGS,-9,0.004354185361928479
0001159036-19-000005,EARNINGS,-8,0.0022257267576850956
0001159036-19-000005,EARNINGS,-7,-0.0014810971109552283
0001159036-19-000005,EARNINGS,-6,-0.00710703135824722
0001159036-19-000005,EARNINGS,-5,0.00016066971843334103
0001159036-19-000005,EARNINGS,-4,0.015094641374784303
0001159036-19-000005,EARNINGS,-3,-0.014829251772779582
0001159036-19-000005,EARNINGS,-2,0.0006436929667714966
0001159036-19-000005,EARNINGS,-1,-0.009707866476566148
0001159036-19-000005,EARNINGS,0,0.0036789422798162094
0001159036-19-000005,EARNINGS,1,0.03787633839153963
0001159036-19-000005,EARNINGS,2,-0.014990856470650035
0001159036-19-000005,EARNINGS,3,0.017494361479049595
0001159036-19-000005,EARNINGS,4,-0.008764870626408822
0001159036-19-000005,EARNINGS,5,0.010704603543721082
0001159036-19-000005,EARNINGS,6,-0.01465559596288727
0001159036-19-000005,EARNINGS,7,-0.00791506992404363
0001159036-19-000005,EARNINGS,8,-0.048201507449974396
0001159036-19-000005,EARNINGS,9,-0.014136147464403639
0001159036-19-000005,EARNINGS,10,0.011778312852197088
0001159036-19-000026,EARNINGS,-10,-0.009313049369143166
0001159036-19-000026,EARNINGS,-9,0.00470286808295818
0001159036-19-000026,EARNINGS,-8,-0.005315048072529815
0001159036-19-000026,EARNINGS,-7,0.008713854875123623
0001159036-19-000026,EARNINGS,-6,-0.014776780116200818
0001159036-19-000026,EARNINGS,-5,0.015389032454733866
0001159036-19-000026,EARNINGS,-4,0.02069680056129497
0001159036-19-000026,EARNINGS,-3,0.025688745841713965
0001159036-19-000026,EARNINGS,-2,0.01642743154251314
0001159036-19-000026,EARNINGS,-1,0.01609493126856726
0001159036-19-000026,EARNINGS,0,-0.01652729788039794
0001159036-19-000026,EARNINGS,1,-0.016196727950788695
0001159036-19-000026,EARNINGS,2,-0.013234716216404162
0001159036-19-000026,EARNINGS,3,-0.0017534969029486744
0001159036-19-000026,EARNINGS,4,0.00594039838389919
0001159036-19-000026,EARNINGS,5,-0.010316746804314502
0001159036-19-000026,EARNINGS,6,-0.0048249917054563225
0001159036-19-000026,EARNINGS,7,-0.00819039577658346
0001159036-19-000026,EARNINGS,8,-0.01283416261899863
0001159036-19-000026,EARNINGS,9,0.012274038267422939
0001159036-19-000026,EARNINGS,10,-0.0061427655882797215
0001193125-19-171015,OTHER,-10,0.001647303893224327
0001193125-19-171015,OTHER,-9,0.008018584269206003
0001193125-19-171015,OTHER,-8,0.0017969315249038859
0001193125-19-171015,OTHER,-7,0.03346554438173856
0001193125-19-171015,OTHER,-6,-0.0039209808533956295
0001193125-19-171015,OTHER,-5,-0.02755893667016948
0001193125-19-171015,OTHER,-4,-0.01199707785802699
0001193125-19-171015,OTHER,-3,-0.00455006705512586
0001193125-19-171015,OTHER,-2,-0.008933775482695465
0001193125-19-171015,OTHER,-1,-0.0019007629832204572
0001193125-19-171015,OTHER,0,0.006347495909083118
0001193125-19-171015,OTHER,1,0.018961422559758155
0001193125-19-171015,OTHER,2,-0.004241329332014156
0001193125-19-171015,OTHER,3,0.02767784788009298
0001193125-19-171015,OTHER,4,0.002852438544314922
0001193125-19-171015,OTHER,5,0.007683228033448148
0001193125-19-171015,OTHER,6,-0.0214692531024158
0001193125-19-171015,OTHER,7,-0.0015876498106353735
0001193125-19-171015,OTHER,8,-0.016583433201590815
0001193125-19-171015,OTHER,9,0.027100835082890313
0001193125-19-171015,OTHER,10,0.0049889711750965
0001159036-19-000043,EARNINGS,-10,-0.0008730670388230957
0001159036-19-000043,EARNINGS,-9,-0.00033088794586786166
0001159036-19-000043,EARNINGS,-8,0.005659170904656357
0001159036-19-000043,EARNINGS,-7,0.01352063610228292
0001159036-19-000043,EARNINGS,-6,0.009114065795558828
0001159036-19-000043,EARNINGS,-5,0.01487138243427601
0001159036-19-000043,EARNINGS,-4,0.020752633775940412
0001159036-19-000043,EARNINGS,-3,0.011246603563633793
0001159036-19-000043,EARNINGS,-2,0.03750018630220147
0001159036-19-000043,EARNINGS,-1,-0.006847782496684277
0001159036-19-000043,EARNINGS,0,-0.023738880268751015
0001159036-19-000043,EARNINGS,1,-0.06929158744712541
0001159036-19-000043,EARNINGS,2,0.006933672046301407
0001159036-19-000043,EARNINGS,3,0.007277864984637741
0001159036-19-000043,EARNINGS,4,0.000579869394800113
0001159036-19-000043,EARNINGS,5,0.022579459386554514
0001159036-19-000043,EARNINGS,6,-0.00176078549878318
0001159036-19-000043,EARNINGS,7,0.004331981906753067
0001159036-19-000043,EARNINGS,8,0.006050310841148578
0001159036-19-000043,EARNINGS,9,3.637142532604207e-05
0001159036-19-000043,EARNINGS,10,0.005877716123077912
0001159036-19-000046,PRESENTATION,-10,0.00016971489220010162
0001159036-19-000046,PRESENTATION,-9,0.005814110163497133
0001159036-19-000046,PRESENTATION,-8,-0.016246664952723828
0001159036-19-000046,PRESENTATION,-7,0.01294685582859749
0001159036-19-000046,PRESENTATION,-6,-0.022677606413431004
0001159036-19-000046,PRESENTATION,-5,-0.00010404772116991146
0001159036-19-000046,PRESENTATION,-4,0.0070504095649036765
0001159036-19-000046,PRESENTATION,-3,0.002587797000161058
0001159036-19-000046,PRESENTATION,-2,0.005518546857115926
0001159036-19-000046,PRESENTATION,-1,-0.011317987765723538
0001159036-19-000046,PRESENTATION,0,-0.05153520567181545
0001159036-19-000046,PRESENTATION,1,0.004408876628130751
0001159036-19-000046,PRESENTATION,2,-0.0050482780303567985
0001159036-19-000046,PRESENTATION,3,-0.004012610089148774
0001159036-19-000046,PRESENTATION,4,0.03999672444055843
0001159036-19-000046,PRESENTATION,5,-0.008949427958401666
0001159036-19-000046,PRESENTATION,6,-0.00677745321590548
0001159036-19-000046,PRESENTATION,7,-0.011121401552411217
0001159036-19-000046,PRESENTATION,8,0.009774545746912524
0001159036-19-000046,PRESENTATION,9,0.006309226837192269
0001159036-19-000046,PRESENTATION,10,-0.005848203683261642
0001159036-19-000058,EARNINGS,-10,-0.0005393454005374904
0001159036-19-000058,EARNINGS,-9,-0.00048105922140569916
0001159036-19-000058,EARNINGS,-8,0.0027084519174429
0001159036-19-000058,EARNINGS,-7,-0.011534521201158832
0001159036-19-000058,EARNINGS,-6,0.106137453995444
0001159036-19-000058,EARNINGS,-5,-0.002246080037026266
0001159036-19-000058,EARNINGS,-4,-0.02028017864042419
0001159036-19-000058,EARNINGS,-3,0.004191107210282338
0001159036-19-000058,EARNINGS,-2,-0.012972085427532216
0001159036-19-000058,EARNINGS,-1,0.0077584011790580686
0001159036-19-000058,EARNINGS,0,0.0536348984431585
0001159036-19-000058,EARNINGS,1,0.04481927966765151
0001159036-19-000058,EARNINGS,2,0.013193381770455804
0001159036-19-000058,EARNINGS,3,-0.001658646666204629
0001159036-19-000058,EARNINGS,4,0.014571354192868891
0001159036-19-000058,EARNINGS,5,0.002382509520096213
0001159036-19-000058,EARNINGS,6,-0.003665872406769006
0001159036-19-000058,EARNINGS,7,0.007901819648905406
0001159036-19-000058,EARNINGS,8,0.005944235034660388
0001159036-19-000058,EARNINGS,9,-0.00013187541356161686
0001159036-19-000058,EARNINGS,10,-0.010826932950491114
0001193125-19-291625,OTHER,-10,-0.0006347253000322248
0001193125-19-291625,OTHER,-9,0.0027622255684572536
0001193125-19-291625,OTHER,-8,-0.011571987015804489
0001193125-19-291625,OTHER,-7,0.1060108649622563
0001193125-19-291625,OTHER,-6,-0.0023494591283815098
0001193125-19-291625,OTHER,-5,-0.020326351108965413
0001193125-19-291625,OTHER,-4,0.004126647076339223
0001193125-19-291625,OTHER,-3,-0.013112641369180755
0001193125-19-291625,OTHER,-2,0.007687725529357382
0001193125-19-291625,OTHER,-1,0.05353317749980751
0001193125-19-291625,OTHER,0,0.04473725737006813
0001193125-19-291625,OTHER,1,0.01321189336144369
0001193125-19-291625,OTHER,2,-0.0017531627184272736
0001193125-19-291625,OTHER,3,0.014458992848954527
0001193125-19-291625,OTHER,4,0.002210493568395296
0001193125-19-291625,OTHER,5,-0.0038012018445522816
0001193125-19-291625,OTHER,6,0.007833153729713018
0001193125-19-291625,OTHER,7,0.0059716822056911055
0001193125-19-291625,OTHER,8,-0.00019981296591496406
0001193125-19-291625,OTHER,9,-0.0108567590692829
0001193125-19-291625,OTHER,10,0.0032714111325847896
0001193125-19-294791,OTHER,-10,0.10612270196553679
0001193125-19-294791,OTHER,-9,-0.0021908617979752034
0001193125-19-294791,OTHER,-8,-0.020052501426103566
0001193125-19-294791,OTHER,-7,0.004363653184894302
0001193125-19-294791,OTHER,-6,-0.013028943049455774
0001193125-19-294791,OTHER,-5,0.007912209437203055
0001193125-19-294791,OTHER,-4,0.05369511544793967
0001193125-19-294791,OTHER,-3,0.044938881549500605
0001193125-19-294791,OTHER,-2,0.013616059949243989
0001193125-19-294791,OTHER,-1,-0.0015767093066847467
0001193125-19-294791,OTHER,0,0.014599493922548857
0001193125-19-294791,OTHER,1,0.0022308104125418416
0001193125-19-294791,OTHER,2,-0.003706973854730398
0001193125-19-294791,OTHER,3,0.008061686577305332
0001193125-19-294791,OTHER,4,0.006393851020678262
0001193125-19-294791,OTHER,5,3.0187299041299197e-05
0001193125-19-294791,OTHER,6,-0.010549976918640023
0001193125-19-294791,OTHER,7,0.003292076869512468
0001193125-19-294791,OTHER,8,-0.019274579328936427
0001193125-19-294791,OTHER,9,0.003986349504204442
0001193125-19-294791,OTHER,10,0.03404274681619211
0001159036-20-000002,EARNINGS,-10,-0.008491583096342955
0001159036-20-000002,EARNINGS,-9,0.009782592221325971
0001159036-20-000002,EARNINGS,-8,-0.01147401122975755
0001159036-20-000002,EARNINGS,-7,0.013523662004491215
0001159036-20-000002,EARNINGS,-6,-0.009415049053264363
0001159036-20-000002,EARNINGS,-5,0.029033465710823818
0001159036-20-000002,EARNINGS,-4,0.03532128342698591
0001159036-20-000002,EARNINGS,-3,-0.010100834649833246
0001159036-20-000002,EARNINGS,-2,-0.01973895695345168
0001159036-20-000002,EARNINGS,-1,0.060938959344871486
0001159036-20-000002,EARNINGS,0,0.014923153753058421
0001159036-20-000002,EARNINGS,1,-0.01480429031937496
0001159036-20-000002,EARNINGS,2,-0.011641434119558425
0001159036-20-000002,EARNINGS,3,-0.01571061939877122
0001159036-20-000002,EARNINGS,4,-0.003207424462814286
0001159036-20-000002,EARNINGS,5,0.004774464402342034
0001159036-20-000002,EARNINGS,6,-0.019969336684271994
0001159036-20-000002,EARNINGS,7,0.0242333509160466
0001159036-20-000002,EARNINGS,8,0.0006194405547665423
0001159036-20-000002,EARNINGS,9,0.0050936619583685965
0001159036-20-000002,EARNINGS,10,-0.007439740379408027
0001159036-20-000004,PRESENTATION,-10,-0.011249296466423881
0001159036-20-000004,PRESENTATION,-9,0.013630987252645079
0001159036-20-000004,PRESENTATION,-8,-0.00923940923086162
0001159036-20-000004,PRESENTATION,-7,0.029125171589256208
0001159036-20-000004,PRESENTATION,-6,0.03539803398800676
0001159036-20-000004,PRESENTATION,-5,-0.009924513065002487
0001159036-20-000004,PRESENTATION,-4,-0.01966320552531036
0001159036-20-000004,PRESENTATION,-3,0.06110132974068027
0001159036-20-000004,PRESENTATION,-2,0.015046507477417514
0001159036-20-000004,PRESENTATION,-1,-0.014743391482429626
0001159036-20-000004,PRESENTATION,0,-0.011526872792322868
0001159036-20-000004,PRESENTATION,1,-0.015543774983664499
0001159036-20-000004,PRESENTATION,2,-0.003062017578378206
0001159036-20-000004,PRESENTATION,3,0.004909291974670204
0001159036-20-000004,PRESENTATION,4,-0.01973099783946581
0001159036-20-000004,PRESENTATION,5,0.02454525373283551
0001159036-20-000004,PRESENTATION,6,0.0006580613933039152
0001159036-20-000004,PRESENTATION,7,0.005248829450604924
0001159036-20-000004,PRESENTATION,8,-0.007326544162080266
0001159036-20-000004,PRESENTATION,9,-0.001314393021429619
0001159036-20-000004,PRESENTATION,10,0.00338112297514254
0001159036-20-000011,EARNINGS,-10,0.00592355365642744
0001159036-20-000011,EARNINGS,-9,-0.009251322396871481
0001159036-20-000011,EARNINGS,-8,0.001450523581619569
0001159036-20-000011,EARNINGS,-7,0.014953010398935455
0001159036-20-000011,EARNINGS,-6,0.03935242765742986
0001159036-20-000011,EARNINGS,-5,0.004125416016869596
0001159036-20-000011,EARNINGS,-4,-0.0028575270439545972
0001159036-20-000011,EARNINGS,-3,0.02004110305733746
0001159036-20-000011,EARNINGS,-2,0.0278155911429065
0001159036-20-000011,EARNINGS,-1,0.019781358435463053
0001159036-20-000011,EARNINGS,0,0.005437568105681731
0001159036-20-000011,EARNINGS,1,0.022222850523773936
0001159036-20-000011,EARNINGS,2,0.009004609740307368
0001159036-20-000011,EARNINGS,3,-0.02950143058652334
0001159036-20-000011,EARNINGS,4,0.0008614441278264051
0001159036-20-000011,EARNINGS,5,0.005678232462930512
0001159036-20-000011,EARNINGS,6,-0.029752027929364586
0001159036-20-000011,EARNINGS,7,0.022467221649816252
0001159036-20-000011,EARNINGS,8,-0.007848758540534725
0001159036-20-000011,EARNINGS,9,0.03912534055890009
0001159036-20-000011,EARNINGS,10,-0.009147631438192944
0001159036-20-000029,EARNINGS,-10,-0.0012137154645528929
0001159036-20-000029,EARNINGS,-9,-0.018801356627448085
0001159036-20-000029,EARNINGS,-8,-0.01952220920520524
0001159036-20-000029,EARNINGS,-7,0.03966193194162093
0001159036-20-000029,EARNINGS,-6,0.0265413338994087
0001159036-20-000029,EARNINGS,-5,-0.006394638110387374
0001159036-20-000029,EARNINGS,-4,-0.0046732295631577644
0001159036-20-000029,EARNINGS,-3,-0.02226099152159835
0001159036-20-000029,EARNINGS,-2,-0.0015212192805286323
0001159036-20-000029,EARNINGS,-1,0.05018566953613127
0001159036-20-000029,EARNINGS,0,-0.03445126394483236
0001159036-20-000029,EARNINGS,1,0.03187316798502208
0001159036-20-000029,EARNINGS,2,-0.02400947836628495
0001159036-20-000029,EARNINGS,3,0.015701512344981385
0001159036-20-000029,EARNINGS,4,-0.029972703662330614
0001159036-20-000029,EARNINGS,5,-0.017193851350892547
0001159036-20-000029,EARNINGS,6,0.009186478922951729
0001159036-20-000029,EARNINGS,7,0.022124516320736105
0001159036-20-000029,EARNINGS,8,0.004326323748748112
0001159036-20-000029,EARNINGS,9,-0.02112627773180847
0001159036-20-000029,EARNINGS,10,-0.025070869855487475
0001159036-20-000036,EARNINGS,-10,-0.027435641717998595
0001159036-20-000036,EARNINGS,-9,-0.029665004725181014
0001159036-20-000036,EARNINGS,-8,0.032059980176143525
0001159036-20-000036,EARNINGS,-7,-0.01899522360614862
0001159036-20-000036,EARNINGS,-6,0.03562540513444404
0001159036-20-000036,EARNINGS,-5,0.004362696283323442
0001159036-20-000036,EARNINGS,-4,0.00782811901233545
0001159036-20-000036,EARNINGS,-3,0.001770675422209443
0001159036-20-000036,EARNINGS,-2,-0.012789201534787888
0001159036-20-000036,EARNINGS,-1,-0.015569133079951383
0001159036-20-000036,EARNINGS,0,-0.011429896490395872
0001159036-20-000036,EARNINGS,1,0.0006855154476439144
0001159036-20-000036,EARNINGS,2,0.03674754677297871
0001159036-20-000036,EARNINGS,3,-0.06076732958434893
0001159036-20-000036,EARNINGS,4,0.0021401777223507747
0001159036-20-000036,EARNINGS,5,0.0006947090399363155
0001159036-20-000036,EARNINGS,6,0.006302995722301011
0001159036-20-000036,EARNINGS,7,0.0013777180570156257
0001159036-20-000036,EARNINGS,8,-0.01686174509742497
0001159036-20-000036,EARNINGS,9,-0.017147303521601823
0001159036-20-000036,EARNINGS,10,0.007985149417729454
0001159036-20-000043,EARNINGS,-10,0.0209016040427428
0001159036-20-000043,EARNINGS,-9,-0.0059195860611294905
0001159036-20-000043,EARNINGS,-8,0.02829706538037081
0001159036-20-000043,EARNINGS,-7,-0.004132504872473835
0001159036-20-000043,EARNINGS,-6,0.002703404314865751
0001159036-20-000043,EARNINGS,-5,-0.033232966417356145
0001159036-20-000043,EARNINGS,-4,-0.006116601092695493
0001159036-20-000043,EARNINGS,-3,-0.010737494532500254
0001159036-20-000043,EARNINGS,-2,-0.025253970005418538
0001159036-20-000043,EARNINGS,-1,0.0041744187953698785
0001159036-20-000043,EARNINGS,0,0.0986004422186998
0001159036-20-000043,EARNINGS,1,0.022934917274245813
0001159036-20-000043,EARNINGS,2,-0.016117160394457018
0001159036-20-000043,EARNINGS,3,0.14306638310857045
0001159036-20-000043,EARNINGS,4,-0.019584417174596087
0001159036-20-000043,EARNINGS,5,0.023952337356672966
0001159036-20-000043,EARNINGS,6,-0.021734837524909213
0001159036-20-000043,EARNINGS,7,0.030988596386381573
0001159036-20-000043,EARNINGS,8,-0.00892156899356421
0001159036-20-000043,EARNINGS,9,-0.011291619199335377
0001159036-20-000043,EARNINGS,10,0.05184703381880982
0001159036-21-000003,EARNINGS,-10,-0.00018060998442490615
0001159036-21-000003,EARNINGS,-9,-0.028571106542612863
0001159036-21-000003,EARNINGS,-8,7.670356964066451e-05
0001159036-21-000003,EARNINGS,-7,0.0049952070677239755
0001159036-21-000003,EARNINGS,-6,-0.004324624851635185
0001159036-21-000003,EARNINGS,-5,-0.0005740414383360341
0001159036-21-000003,EARNINGS,-4,-0.02024553199456075
0001159036-21-000003,EARNINGS,-3,0.030143365707114497
0001159036-21-000003,EARNINGS,-2,0.01701377160659561
0001159036-21-000003,EARNINGS,-1,-0.036347099862228296
0001159036-21-000003,EARNINGS,0,-0.017367420585287622
0001159036-21-000003,EARNINGS,1,0.009965521709372349
0001159036-21-000003,EARNINGS,2,0.03613540061663321
0001159036-21-000003,EARNINGS,3,0.041641522525325436
0001159036-21-000003,EARNINGS,4,0.009930668228103652
0001159036-21-000003,EARNINGS,5,0.008553233318699026
0001159036-21-000003,EARNINGS,6,-0.025940137829317717
